flight_iata,airline,dep_airport,dep_time_sched,dep_delay,arr_airport,arr_time_sched,arr_delay,weather_timestamp_deo,arr_time_hour,weather_timestamp_dep,temperature_2m_dep,precipitation_dep,wind_speed_10m_dep,wind_gusts_10m_dep,pressure_msl_dep,relative_humidity_2m_dep,cloudcover_dep,wind_direction_10m_dep,weather_code_dep,weather_timestamp_arr,temperature_2m_arr,precipitation_arr,wind_speed_10m_arr,wind_gusts_10m_arr,pressure_msl_arr,relative_humidity_2m_arr,cloudcover_arr,wind_direction_10m_arr,weather_code_arr
dl7628,delta air lines,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
ey3996,etihad airways,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
sq2620,singapore airlines,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
vn3054,vietnam airlines,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
vs5916,virgin atlantic,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
sk526,sas,lhr,2026-01-06 09:55:00,17,arn,2026-01-06 13:20:00,0,2026-01-06 09:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 09:00:00+00:00,-4.0,0.0,8.1,14.4,1018.5,86,82,238,3,,,,,,,,,,
mh9668,malaysia airlines,lhr,2026-01-06 11:20:00,92,cdg,2026-01-06 13:45:00,0,2026-01-06 11:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
qr8298,qatar airways,lhr,2026-01-06 11:20:00,92,cdg,2026-01-06 13:45:00,0,2026-01-06 11:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
aa7213,american airlines,lhr,2026-01-06 11:20:00,92,cdg,2026-01-06 13:45:00,0,2026-01-06 11:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
ba308,british airways,lhr,2026-01-06 11:20:00,92,cdg,2026-01-06 13:45:00,0,2026-01-06 11:00:00+00:00,2026-01-06 13:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
aa7038,american airlines,lhr,2026-01-06 11:25:00,22,zrh,2026-01-06 14:10:00,0,2026-01-06 11:00:00+00:00,2026-01-06 14:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
mh9930,malaysia airlines,lhr,2026-01-06 11:25:00,22,zrh,2026-01-06 14:10:00,0,2026-01-06 11:00:00+00:00,2026-01-06 14:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
b66278,jetblue airways,lhr,2026-01-06 11:25:00,22,zrh,2026-01-06 14:10:00,0,2026-01-06 11:00:00+00:00,2026-01-06 14:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
ba714,british airways,lhr,2026-01-06 11:25:00,22,zrh,2026-01-06 14:10:00,0,2026-01-06 11:00:00+00:00,2026-01-06 14:00:00+00:00,2026-01-06 11:00:00+00:00,-1.1,0.1,12.0,19.4,1018.0,83,100,242,71,,,,,,,,,,
aa8061,american airlines,lhr,2026-01-06 15:15:00,50,snn,2026-01-06 16:45:00,0,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ac6919,air canada,lhr,2026-01-06 15:15:00,50,snn,2026-01-06 16:45:00,0,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ba5943,british airways,lhr,2026-01-06 15:15:00,50,snn,2026-01-06 16:45:00,0,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
qr8232,qatar airways,lhr,2026-01-06 15:15:00,50,snn,2026-01-06 16:45:00,0,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ei385,aer lingus,lhr,2026-01-06 15:15:00,50,snn,2026-01-06 16:45:00,0,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ws1,westjet,lhr,2026-01-06 14:50:00,74,yyc,2026-01-06 16:55:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
qr9707,qatar airways,lhr,2026-01-06 15:25:00,39,fra,2026-01-06 18:10:00,3,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
aa6730,american airlines,lhr,2026-01-06 15:25:00,39,fra,2026-01-06 18:10:00,3,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ba906,british airways,lhr,2026-01-06 15:25:00,39,fra,2026-01-06 18:10:00,3,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
aa7141,american airlines,lhr,2026-01-06 15:30:00,48,bsl,2026-01-06 18:15:00,15,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
qr8304,qatar airways,lhr,2026-01-06 15:30:00,48,bsl,2026-01-06 18:15:00,15,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ba762,british airways,lhr,2026-01-06 15:30:00,48,bsl,2026-01-06 18:15:00,15,2026-01-06 15:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
ba7002,british airways,lhr,2026-01-06 15:30:00,29,doh,2026-01-07 01:10:00,0,2026-01-06 15:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
va6369,virgin australia,lhr,2026-01-06 15:30:00,29,doh,2026-01-07 01:10:00,0,2026-01-06 15:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
wb1196,rwandair,lhr,2026-01-06 15:30:00,29,doh,2026-01-07 01:10:00,0,2026-01-06 15:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
qr110,qatar airways,lhr,2026-01-06 15:30:00,29,doh,2026-01-07 01:10:00,0,2026-01-06 15:00:00+00:00,2026-01-07 01:00:00+00:00,2026-01-06 15:00:00+00:00,2.7,0.0,9.8,23.4,1014.7,85,100,220,3,,,,,,,,,,
lx345,swiss,lhr,2026-01-06 06:00:00,16,zrh,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ac6186,air canada,lhr,2026-01-06 06:00:00,19,vie,2026-01-06 09:10:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
nh5606,ana,lhr,2026-01-06 06:00:00,19,vie,2026-01-06 09:10:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
os340,austrian,lhr,2026-01-06 06:00:00,19,vie,2026-01-06 09:10:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ac2686,air canada,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ad7232,azul,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ai7913,air india,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
s48050,azores airlines,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
sq2783,singapore airlines,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ua6857,united airlines,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
tp1363,tap air portugal,lhr,2026-01-06 06:00:00,11,lis,2026-01-06 08:45:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ib3641,iberia,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
jl7799,jet linx aviation,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
aa6800,american airlines,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
vy9532,vueling,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
la5529,latam airlines,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr9710,qatar airways,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba456,british airways,lhr,2026-01-06 06:05:00,28,mad,2026-01-06 09:35:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ei8390,aer lingus,lhr,2026-01-06 06:15:00,11,bhd,2026-01-06 07:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr6005,qatar airways,lhr,2026-01-06 06:15:00,11,bhd,2026-01-06 07:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba1390,british airways,lhr,2026-01-06 06:15:00,11,bhd,2026-01-06 07:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
aa6841,american airlines,lhr,2026-01-06 06:15:00,21,psa,2026-01-06 09:30:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qf3519,qantas,lhr,2026-01-06 06:15:00,21,psa,2026-01-06 09:30:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba606,british airways,lhr,2026-01-06 06:15:00,21,psa,2026-01-06 09:30:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
am6021,aeromexico,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
dl8279,delta air lines,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
g35113,gol,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
kq3059,kenya airways,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mk9413,air mauritius,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mu1767,china eastern airlines,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
vn3653,vietnam airlines,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
vs6659,virgin atlantic,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
af1381,air france,lhr,2026-01-06 06:20:00,20,cdg,2026-01-06 08:40:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ay5893,finnair,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
cx7268,cathay pacific,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
jl6501,jet linx aviation,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
kq4071,kenya airways,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mh9822,malaysia airlines,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr6267,qatar airways,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba1438,british airways,lhr,2026-01-06 06:25:00,9,edi,2026-01-06 07:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
aa6861,american airlines,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
b66296,jetblue airways,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
cx7144,cathay pacific,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
jl6519,jet linx aviation,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mh9852,malaysia airlines,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr5874,qatar airways,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba726,british airways,lhr,2026-01-06 06:30:00,46,gva,2026-01-06 09:15:00,13,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ei8324,aer lingus,lhr,2026-01-06 06:30:00,20,dub,2026-01-06 07:55:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
jl7825,jet linx aviation,lhr,2026-01-06 06:30:00,20,dub,2026-01-06 07:55:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr9700,qatar airways,lhr,2026-01-06 06:30:00,20,dub,2026-01-06 07:55:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
kq4014,kenya airways,lhr,2026-01-06 06:30:00,20,dub,2026-01-06 07:55:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba824,british airways,lhr,2026-01-06 06:30:00,20,dub,2026-01-06 07:55:00,0,2026-01-06 06:00:00+00:00,2026-01-06 07:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ci9362,china airlines,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
dl9588,delta air lines,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ga9491,garuda indonesia,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
g35589,gol,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mf9635,xiamen airlines,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
vs7046,virgin atlantic,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
6e3347,indigo,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
kl1000,klm,lhr,2026-01-06 06:30:00,0,ams,2026-01-06 08:50:00,0,2026-01-06 06:00:00+00:00,2026-01-06 08:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
a31607,aegean airlines,lhr,2026-01-06 06:30:00,18,fra,2026-01-06 09:05:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ua9546,united airlines,lhr,2026-01-06 06:30:00,18,fra,2026-01-06 09:05:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
lh921,lufthansa,lhr,2026-01-06 06:30:00,18,fra,2026-01-06 09:05:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ac6755,air canada,lhr,2026-01-06 06:30:00,31,waw,2026-01-06 10:00:00,0,2026-01-06 06:00:00+00:00,2026-01-06 10:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ai7766,air india,lhr,2026-01-06 06:30:00,31,waw,2026-01-06 10:00:00,0,2026-01-06 06:00:00+00:00,2026-01-06 10:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
lo286,lot - polish airlines,lhr,2026-01-06 06:30:00,31,waw,2026-01-06 10:00:00,0,2026-01-06 06:00:00+00:00,2026-01-06 10:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
qr8348,qatar airways,lhr,2026-01-06 06:35:00,8,zrh,2026-01-06 09:20:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
mh9926,malaysia airlines,lhr,2026-01-06 06:35:00,8,zrh,2026-01-06 09:20:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
ba708,british airways,lhr,2026-01-06 06:35:00,8,zrh,2026-01-06 09:20:00,0,2026-01-06 06:00:00+00:00,2026-01-06 09:00:00+00:00,2026-01-06 06:00:00+00:00,-4.7,0.0,7.8,13.3,1018.8,88,8,251,0,,,,,,,,,,
