flight_iata,airline,dep_airport,dep_time_sched,dep_delay,arr_airport,arr_time_sched,arr_delay,weather_timestamp_deo,arr_time_hour,weather_timestamp_dep,temperature_2m_dep,precipitation_dep,wind_speed_10m_dep,wind_gusts_10m_dep,pressure_msl_dep,relative_humidity_2m_dep,cloudcover_dep,wind_direction_10m_dep,weather_code_dep,weather_timestamp_arr,temperature_2m_arr,precipitation_arr,wind_speed_10m_arr,wind_gusts_10m_arr,pressure_msl_arr,relative_humidity_2m_arr,cloudcover_arr,wind_direction_10m_arr,weather_code_arr
jl7795,jet linx aviation,lhr,2026-01-06 14:05:00,44,man,2026-01-06 15:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
la5497,latam airlines,lhr,2026-01-06 14:05:00,44,man,2026-01-06 15:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba1370,british airways,lhr,2026-01-06 14:05:00,44,man,2026-01-06 15:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
as6987,alphasky,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ay3888,finnair,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba1546,british airways,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
gf4120,gulf air,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ib4396,iberia,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa91,american airlines,lhr,2026-01-06 14:10:00,45,ord,2026-01-06 17:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6669,american airlines,lhr,2026-01-06 14:10:00,58,maa,2026-01-07 05:35:00,0,2026-01-06 14:00:00+00:00,2026-01-07 05:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba35,british airways,lhr,2026-01-06 14:10:00,58,maa,2026-01-07 05:35:00,0,2026-01-06 14:00:00+00:00,2026-01-07 05:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6928,american airlines,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
as5253,alphasky,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ay5515,finnair,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ei8815,aer lingus,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ib3543,iberia,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba115,british airways,lhr,2026-01-06 14:10:00,6,jfk,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa7194,american airlines,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
ay5900,finnair,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
b66258,jetblue airways,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
jl6523,jet linx aviation,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
mh9800,malaysia airlines,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
qr6226,qatar airways,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
ba814,british airways,lhr,2026-01-06 14:10:00,32,cph,2026-01-06 17:10:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,2026-01-06 17:00:00+00:00,-1.9,0.0,8.3,15.1,1012.3,87.0,91.0,166.0,3.0
aa8043,american airlines,lhr,2026-01-06 14:15:00,26,dub,2026-01-06 15:40:00,1,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ac6921,air canada,lhr,2026-01-06 14:15:00,26,dub,2026-01-06 15:40:00,1,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba5965,british airways,lhr,2026-01-06 14:15:00,26,dub,2026-01-06 15:40:00,1,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ei165,aer lingus,lhr,2026-01-06 14:15:00,26,dub,2026-01-06 15:40:00,1,2026-01-06 14:00:00+00:00,2026-01-06 15:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
km2942,air malta,lhr,2026-01-06 14:15:00,51,doh,2026-01-06 23:55:00,34,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
wb1098,rwandair,lhr,2026-01-06 14:15:00,51,doh,2026-01-06 23:55:00,34,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
va6107,virgin australia,lhr,2026-01-06 14:15:00,51,doh,2026-01-06 23:55:00,34,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba7004,british airways,lhr,2026-01-06 14:15:00,51,doh,2026-01-06 23:55:00,34,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
qr4,qatar airways,lhr,2026-01-06 14:15:00,51,doh,2026-01-06 23:55:00,34,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
dl7340,delta air lines,lhr,2026-01-06 14:15:00,60,jed,2026-01-06 23:20:00,0,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ga9113,garuda indonesia,lhr,2026-01-06 14:15:00,60,jed,2026-01-06 23:20:00,0,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
vs5711,virgin atlantic,lhr,2026-01-06 14:15:00,60,jed,2026-01-06 23:20:00,0,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
sv120,saudia,lhr,2026-01-06 14:15:00,60,jed,2026-01-06 23:20:00,0,2026-01-06 14:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6716,american airlines,lhr,2026-01-06 14:20:00,13,blq,2026-01-06 17:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
jl7153,jet linx aviation,lhr,2026-01-06 14:20:00,13,blq,2026-01-06 17:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba544,british airways,lhr,2026-01-06 14:20:00,13,blq,2026-01-06 17:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa7000,american airlines,lhr,2026-01-06 14:20:00,60,phx,2026-01-06 18:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ay5529,finnair,lhr,2026-01-06 14:20:00,60,phx,2026-01-06 18:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ei8989,aer lingus,lhr,2026-01-06 14:20:00,60,phx,2026-01-06 18:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ib3630,iberia,lhr,2026-01-06 14:20:00,60,phx,2026-01-06 18:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba289,british airways,lhr,2026-01-06 14:20:00,60,phx,2026-01-06 18:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 18:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
dl7453,delta air lines,lhr,2026-01-06 14:20:00,18,tlv,2026-01-06 20:55:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
vs7494,virgin atlantic,lhr,2026-01-06 14:20:00,18,tlv,2026-01-06 20:55:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ly316,el al,lhr,2026-01-06 14:20:00,18,tlv,2026-01-06 20:55:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6667,american airlines,lhr,2026-01-06 14:25:00,9,hyd,2026-01-07 05:20:00,0,2026-01-06 14:00:00+00:00,2026-01-07 05:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba277,british airways,lhr,2026-01-06 14:25:00,9,hyd,2026-01-07 05:20:00,0,2026-01-06 14:00:00+00:00,2026-01-07 05:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6739,american airlines,lhr,2026-01-06 14:25:00,46,prg,2026-01-06 17:30:00,13,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
cx7123,cathay pacific,lhr,2026-01-06 14:25:00,46,prg,2026-01-06 17:30:00,13,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
jl7723,jet linx aviation,lhr,2026-01-06 14:25:00,46,prg,2026-01-06 17:30:00,13,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba858,british airways,lhr,2026-01-06 14:25:00,46,prg,2026-01-06 17:30:00,13,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
jl6527,jet linx aviation,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
mh9718,malaysia airlines,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
qr9761,qatar airways,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa7086,american airlines,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
cx7244,cathay pacific,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba392,british airways,lhr,2026-01-06 14:25:00,33,bru,2026-01-06 16:40:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ua9739,united airlines,lhr,2026-01-06 14:25:00,38,gva,2026-01-06 17:05:00,12,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
lx355,swiss,lhr,2026-01-06 14:25:00,38,gva,2026-01-06 17:05:00,12,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ai6301,air india,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
lh6812,lufthansa,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
me4509,middle east airlines,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ms9615,egyptair,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
nz4839,air new zealand,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
os8211,austrian,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ua8581,united airlines,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ul2861,srilankan airlines,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ac861,air canada,lhr,2026-01-06 14:30:00,37,yvr,2026-01-06 16:25:00,1,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ei8909,aer lingus,lhr,2026-01-06 14:30:00,100,mia,2026-01-06 19:30:00,0,2026-01-06 14:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ay5509,finnair,lhr,2026-01-06 14:30:00,100,mia,2026-01-06 19:30:00,0,2026-01-06 14:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ib3586,iberia,lhr,2026-01-06 14:30:00,100,mia,2026-01-06 19:30:00,0,2026-01-06 14:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6960,american airlines,lhr,2026-01-06 14:30:00,100,mia,2026-01-06 19:30:00,0,2026-01-06 14:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba209,british airways,lhr,2026-01-06 14:30:00,100,mia,2026-01-06 19:30:00,0,2026-01-06 14:00:00+00:00,2026-01-06 19:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
af9904,air france,lhr,2026-01-06 14:30:00,46,sea,2026-01-06 16:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
dl5975,delta air lines,lhr,2026-01-06 14:30:00,46,sea,2026-01-06 16:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
kl4816,klm,lhr,2026-01-06 14:30:00,46,sea,2026-01-06 16:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
vs105,virgin atlantic,lhr,2026-01-06 14:30:00,46,sea,2026-01-06 16:35:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa7140,american airlines,lhr,2026-01-06 14:35:00,49,bhd,2026-01-06 16:05:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ei8402,aer lingus,lhr,2026-01-06 14:35:00,49,bhd,2026-01-06 16:05:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
la5485,latam airlines,lhr,2026-01-06 14:35:00,49,bhd,2026-01-06 16:05:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
qr5924,qatar airways,lhr,2026-01-06 14:35:00,49,bhd,2026-01-06 16:05:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba1402,british airways,lhr,2026-01-06 14:35:00,49,bhd,2026-01-06 16:05:00,0,2026-01-06 14:00:00+00:00,2026-01-06 16:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
cx7175,cathay pacific,lhr,2026-01-06 14:35:00,14,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6755,american airlines,lhr,2026-01-06 14:35:00,14,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba916,british airways,lhr,2026-01-06 14:35:00,14,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ac6944,air canada,lhr,2026-01-06 14:35:00,26,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ua9639,united airlines,lhr,2026-01-06 14:35:00,26,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ew2463,eurowings,lhr,2026-01-06 14:35:00,26,str,2026-01-06 17:15:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
af9908,air france,lhr,2026-01-06 14:35:00,16,mia,2026-01-06 20:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
dl5968,delta air lines,lhr,2026-01-06 14:35:00,16,mia,2026-01-06 20:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
kl2512,klm,lhr,2026-01-06 14:35:00,16,mia,2026-01-06 20:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
vs117,virgin atlantic,lhr,2026-01-06 14:35:00,16,mia,2026-01-06 20:00:00,0,2026-01-06 14:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
aa6783,american airlines,lhr,2026-01-06 14:40:00,56,lin,2026-01-06 17:45:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
ba574,british airways,lhr,2026-01-06 14:40:00,56,lin,2026-01-06 17:45:00,0,2026-01-06 14:00:00+00:00,2026-01-06 17:00:00+00:00,2026-01-06 14:00:00+00:00,3.0,0.0,11.6,25.6,1015.4,81,100,237,3,,,,,,,,,,
